,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Age_group,distance_group
78173,1,1,43,1,0,580,2,1,1,1,5,2,5,5,3,5,4,5,5,5,0,0.0,1,1,0
78174,1,0,51,0,2,102,3,4,0,2,3,0,3,3,5,5,5,4,4,3,0,1.0,1,1,0
78176,1,0,14,0,2,397,4,4,4,1,4,4,4,4,3,5,5,3,5,4,0,0.0,1,0,0
78177,0,0,56,1,0,787,4,1,4,4,4,5,4,4,4,4,4,4,4,5,0,6.0,0,1,0
78178,0,0,70,1,0,2922,3,5,1,5,1,4,4,3,3,2,3,3,3,1,0,0.0,1,2,1
78180,0,0,46,1,0,508,2,2,2,2,1,1,2,4,4,5,4,4,4,3,12,9.0,0,1,0
78181,1,1,24,1,2,140,5,0,5,4,5,5,5,5,4,2,4,5,4,5,6,0.0,0,0,0
78183,1,1,44,1,0,1590,3,3,3,3,5,3,5,5,3,5,5,4,4,5,0,0.0,1,1,1
78185,1,0,53,1,0,650,3,3,3,3,5,4,5,4,4,4,4,3,4,4,18,5.0,0,1,0
78187,1,0,60,1,0,1564,1,1,1,1,5,4,5,4,4,4,4,5,4,5,0,0.0,0,2,1
78188,0,0,47,1,0,1337,2,2,5,2,3,5,4,5,5,5,5,5,5,3,24,10.0,0,1,0
78189,1,0,46,1,0,2684,0,0,0,2,5,4,4,3,3,5,5,4,3,5,0,0.0,0,1,1
78190,0,0,41,1,0,1712,3,3,3,3,2,4,4,4,4,4,4,4,4,3,0,7.0,0,1,1
78191,1,0,59,0,2,780,4,2,3,4,1,3,1,1,3,5,4,2,3,1,0,10.0,1,1,0
78192,0,0,46,1,2,1195,1,3,3,3,4,2,3,1,1,1,1,4,1,2,0,0.0,1,1,0
78193,0,1,38,1,2,129,4,3,4,1,2,4,2,2,1,5,4,4,3,2,0,0.0,1,0,0
78195,1,1,54,0,2,762,2,4,2,3,5,2,5,5,3,4,5,4,5,5,29,0.0,1,1,0
78197,0,0,58,1,0,125,4,4,4,4,5,2,5,4,4,4,5,3,4,2,0,0.0,0,1,0
78198,1,1,25,1,2,541,2,0,2,5,3,2,3,3,5,3,4,4,1,3,0,0.0,1,0,0
78199,1,0,29,0,2,624,1,5,1,4,2,1,3,2,4,4,5,4,5,2,0,0.0,1,0,0
78200,1,1,9,1,2,1072,4,4,4,3,2,4,2,2,3,4,3,3,4,2,9,0.0,1,0,0
78201,1,0,47,1,0,1021,3,3,3,3,3,4,4,4,4,4,4,5,4,4,0,1.0,0,1,0
78202,0,0,37,1,2,230,4,3,3,3,4,4,4,4,4,3,3,4,4,4,0,0.0,0,0,0
78203,0,1,37,1,2,448,1,5,1,3,5,1,1,5,4,2,4,4,5,5,0,0.0,1,0,0
78204,0,0,56,0,2,359,4,4,4,3,4,3,3,3,3,4,3,3,3,1,0,0.0,1,1,0
78206,0,0,51,0,2,594,2,4,1,3,1,3,4,2,2,1,2,2,2,1,0,0.0,1,1,0
78208,0,0,17,1,2,143,5,3,3,3,5,5,5,5,1,1,1,5,5,5,0,0.0,0,0,0
78209,1,0,52,1,0,2228,2,2,2,2,5,4,4,5,5,5,5,5,5,5,14,9.0,0,1,1
78210,0,0,55,0,2,1013,2,1,2,4,5,4,4,4,4,2,5,4,4,4,0,0.0,1,1,0
78211,1,1,24,1,2,1250,3,3,3,3,1,3,1,1,5,2,5,5,4,1,0,0.0,1,0,0
78213,0,0,28,1,2,685,2,2,2,2,2,2,2,2,3,4,3,3,4,2,0,0.0,1,0,0
78214,0,0,15,0,2,1089,3,5,3,5,4,3,2,4,3,5,2,2,1,4,1,0.0,1,0,0
78215,0,0,17,0,2,1080,1,1,1,3,2,1,2,2,2,3,4,2,3,2,0,0.0,1,0,0
78216,1,1,24,1,2,936,4,4,4,4,2,4,2,2,4,5,5,4,4,2,9,0.0,1,0,0
78217,1,1,39,1,0,1076,4,4,4,2,2,4,2,2,3,3,5,5,4,2,0,0.0,0,0,0
78218,1,0,56,0,2,200,2,3,0,4,5,0,5,5,1,5,2,4,5,5,0,0.0,1,1,0
78219,0,0,79,1,0,1643,3,1,1,1,4,4,4,3,3,3,3,2,3,2,0,0.0,1,2,1
78220,0,1,25,1,0,1161,4,3,5,4,5,4,2,5,5,5,4,2,4,2,14,0.0,0,0,0
78221,1,0,58,1,0,1020,1,1,1,1,2,5,5,4,4,4,4,4,4,3,9,0.0,0,1,0
78223,1,0,53,1,0,2269,2,2,2,2,4,4,5,4,4,4,4,3,4,4,0,0.0,0,1,1
78224,1,0,22,1,2,604,1,1,1,1,1,1,2,1,2,4,3,4,3,1,0,12.0,1,0,0
78226,1,0,66,1,2,325,3,4,5,4,3,3,3,3,3,1,1,4,4,3,0,0.0,0,2,0
78227,0,0,47,1,0,2454,3,3,3,3,4,5,5,2,2,2,2,3,2,3,0,0.0,0,1,1
78228,0,0,43,1,0,1185,1,1,1,1,2,2,4,4,4,4,4,2,4,1,0,0.0,0,1,0
78230,0,0,42,1,0,2125,3,3,3,3,5,5,4,2,2,2,2,4,2,4,0,0.0,0,1,1
78231,1,0,56,0,2,493,4,4,4,2,5,4,5,5,4,1,1,3,4,5,0,0.0,1,1,0
78232,0,0,26,1,0,2791,3,4,3,3,5,4,5,5,5,3,5,5,4,5,0,0.0,0,0,1
78233,0,1,20,1,2,192,5,4,5,1,4,5,1,4,3,5,2,3,5,4,0,0.0,0,0,0
78236,0,0,53,0,2,547,4,4,4,3,4,4,4,2,2,4,2,4,2,4,0,0.0,1,1,0
78241,0,1,24,1,2,1303,5,5,5,4,5,5,5,5,3,3,4,4,5,5,0,0.0,0,0,0
78245,1,0,7,0,2,1073,2,4,1,3,4,1,4,4,4,5,5,3,4,4,0,0.0,1,0,0
78246,0,1,22,1,2,1407,4,4,4,2,1,4,1,1,4,2,5,4,5,1,0,11.0,0,0,0
78248,1,1,25,1,2,1256,2,2,2,3,3,2,3,3,5,2,4,5,4,3,0,0.0,1,0,0
78249,1,0,59,1,0,280,1,2,2,2,1,3,3,1,1,1,1,4,1,1,0,0.0,1,1,0
78251,1,0,18,1,0,2120,3,5,5,5,3,3,3,3,3,5,3,3,4,3,19,12.0,1,0,1
78252,1,0,33,1,1,925,5,5,5,5,5,5,5,5,4,1,1,2,4,5,0,0.0,0,0,0
78254,0,0,42,1,0,2685,3,3,3,3,4,5,4,5,5,5,5,4,5,5,6,2.0,0,1,1
78257,0,0,39,1,0,361,5,5,5,5,5,4,4,3,3,2,3,3,3,4,0,0.0,0,0,0
78258,0,0,52,0,2,406,3,4,3,3,2,4,4,2,2,3,2,4,2,5,0,2.0,1,1,0
78260,0,0,54,1,0,3342,1,1,1,1,3,5,5,5,5,4,5,4,5,4,0,0.0,0,1,1
78261,1,1,20,1,0,395,4,5,5,1,2,5,2,2,5,2,4,5,5,2,5,4.0,0,0,0
78262,1,0,42,1,2,270,1,5,5,5,1,1,1,1,1,1,3,3,3,1,1,0.0,1,1,0
78267,1,0,56,0,2,1325,3,5,3,2,1,3,1,1,3,2,3,4,4,1,1,0.0,1,1,0
78269,0,0,29,1,0,677,4,4,4,4,4,4,4,4,5,2,4,5,5,4,0,0.0,0,0,0
78270,0,0,37,1,1,262,4,5,5,5,4,4,4,4,2,2,1,5,1,4,0,0.0,0,0,0
78271,0,1,42,1,2,208,4,3,4,3,2,4,2,2,2,2,3,2,4,2,0,0.0,1,1,0
78274,1,0,22,1,0,247,3,3,3,3,4,4,4,4,5,3,5,4,5,4,10,0.0,0,0,0
78275,1,0,60,0,1,101,3,3,3,4,2,3,3,2,3,5,1,2,2,2,0,0.0,1,2,0
78276,1,0,36,1,0,2338,2,2,5,2,4,4,4,5,5,5,5,3,5,4,0,2.0,0,0,1
78277,0,0,55,1,0,3021,5,5,3,5,3,5,4,5,5,5,5,5,5,3,7,6.0,0,1,1
78278,0,0,55,0,0,1660,1,0,1,3,2,4,5,3,3,1,5,3,3,4,3,2.0,1,1,1
78279,0,0,55,0,2,312,2,5,2,1,2,4,4,1,1,2,4,3,1,5,0,0.0,1,1,0
78280,0,1,26,1,2,281,0,0,0,1,1,0,1,1,2,5,4,5,5,1,0,0.0,0,0,0
78282,0,1,22,1,2,391,0,0,0,3,3,0,3,3,1,4,2,2,2,3,0,0.0,0,0,0
78285,1,0,54,0,2,588,2,5,2,3,5,2,5,5,4,5,5,5,5,5,0,12.0,1,1,0
78287,1,0,57,0,2,272,3,0,3,1,4,3,4,4,1,3,3,4,1,4,0,0.0,1,1,0
78289,0,1,29,1,2,1303,1,1,1,3,4,1,4,4,1,3,3,4,2,4,0,0.0,1,0,0
78291,0,0,57,1,0,3189,5,5,2,5,3,4,4,5,5,5,5,3,5,4,0,6.0,0,1,1
78292,0,0,25,1,0,3367,2,1,1,1,2,2,2,2,3,1,3,4,3,2,6,7.0,1,0,1
78293,0,1,37,1,0,2447,2,2,2,4,3,2,3,3,5,3,4,5,4,3,0,0.0,1,0,1
78296,0,1,25,1,2,562,2,2,2,4,4,2,4,4,4,4,3,4,4,4,0,0.0,1,0,0
78297,0,0,48,0,2,883,4,3,4,3,3,3,3,4,4,4,4,4,4,4,0,0.0,0,1,0
78298,0,0,52,1,0,2399,4,4,5,4,4,5,4,4,4,4,4,3,4,5,0,0.0,0,1,1
78299,0,0,30,0,2,1303,2,4,2,3,1,2,1,1,3,5,5,5,4,1,0,0.0,1,0,0
78300,0,0,58,0,2,862,3,1,3,4,3,3,4,4,4,3,3,2,4,2,13,0.0,1,1,0
78304,0,0,50,1,0,2435,3,3,3,3,4,4,5,5,5,5,5,5,5,3,0,4.0,0,1,1
78305,0,0,11,0,1,632,3,1,3,2,4,3,4,4,1,2,2,3,1,4,0,0.0,1,0,0
78306,1,0,40,1,0,3013,3,3,3,3,5,5,5,4,4,4,4,3,4,4,0,0.0,0,1,1
78307,0,0,28,0,2,1620,3,4,3,3,4,3,4,4,3,2,3,4,5,4,0,0.0,1,0,1
78308,0,0,26,1,0,655,1,1,1,1,4,4,4,4,5,3,5,5,4,4,0,0.0,0,0,0
78309,1,0,45,0,2,399,2,5,4,2,4,4,4,4,1,2,3,2,2,4,0,0.0,1,1,0
78310,0,0,26,1,0,3408,2,2,2,2,3,4,3,3,3,4,4,5,4,3,0,0.0,0,0,1
78311,1,0,62,0,2,396,4,5,4,1,1,4,1,1,3,2,5,3,4,1,0,0.0,1,2,0
78313,1,1,36,1,0,926,4,4,4,3,2,4,2,2,5,3,4,3,4,2,0,0.0,1,0,0
78314,0,0,54,1,0,2296,1,1,1,1,3,4,4,2,2,2,2,3,2,3,13,0.0,0,1,1
78315,0,0,24,1,2,1609,4,5,5,5,4,4,3,4,5,5,3,3,1,4,0,0.0,0,0,1
78316,1,1,34,1,2,964,3,3,3,3,3,3,3,3,1,2,2,4,4,3,0,0.0,1,0,0
78317,1,0,14,0,2,228,2,5,2,3,3,2,1,3,4,3,4,4,5,3,0,0.0,1,0,0
78318,0,0,63,1,0,325,1,1,1,1,2,3,1,4,4,4,4,2,4,5,0,0.0,0,2,0
78319,1,0,57,0,2,432,3,5,3,4,3,3,3,3,5,3,5,5,4,3,0,0.0,1,1,0
78320,1,0,29,1,0,2818,3,3,3,3,5,5,5,5,5,2,4,3,4,5,4,8.0,0,0,1
78325,1,0,37,1,2,874,3,3,3,3,3,3,3,3,1,1,3,3,3,3,0,7.0,1,0,0
78326,0,0,47,1,0,666,5,5,1,5,4,3,2,5,5,5,5,4,5,2,4,3.0,0,1,0
78329,0,0,23,0,1,328,2,3,2,2,2,2,2,2,5,5,3,2,1,2,7,7.0,1,0,0
78330,1,0,46,0,0,1262,3,4,3,5,4,5,4,3,3,3,3,4,3,4,0,0.0,1,1,0
78332,0,0,41,1,0,2722,1,1,1,1,2,4,4,5,5,5,5,3,5,3,10,0.0,0,1,1
78333,0,0,42,1,0,489,5,5,5,5,2,5,5,3,3,3,3,5,3,3,0,2.0,0,1,0
78335,0,0,54,1,0,2635,5,5,5,5,3,1,1,4,4,4,4,4,4,1,0,0.0,0,1,1
78338,0,0,40,0,2,255,3,0,0,1,1,0,1,1,5,2,5,4,4,1,13,6.0,1,1,0
78339,1,1,23,1,2,451,3,0,3,4,2,3,2,2,2,3,1,2,3,2,15,10.0,1,0,0
78340,0,0,31,0,2,407,3,3,3,4,3,3,3,3,5,4,2,2,1,3,0,0.0,1,0,0
78341,1,1,34,1,2,835,3,3,3,1,3,3,3,3,4,1,4,3,2,3,0,0.0,1,0,0
78342,0,0,53,0,2,447,3,1,3,2,2,2,1,5,5,3,5,4,5,1,0,0.0,1,1,0
78343,1,0,67,0,2,606,2,5,2,2,5,2,5,5,5,2,4,4,4,5,0,0.0,1,2,0
78345,1,0,49,1,0,2037,3,3,3,3,2,4,4,4,4,4,4,3,4,4,0,0.0,0,1,1
78348,1,0,13,0,2,1362,1,5,1,3,3,1,3,3,4,5,5,4,4,3,0,0.0,1,0,0
78349,1,0,61,0,2,585,3,4,3,4,4,3,4,4,3,2,4,3,4,4,0,0.0,1,2,0
78350,0,0,7,0,2,102,2,4,2,3,1,2,1,1,1,3,4,2,3,1,1,0.0,1,0,0
78351,0,0,45,1,0,108,4,4,4,4,3,5,4,4,4,4,5,5,4,3,0,0.0,0,1,0
78356,0,0,25,0,2,334,2,4,2,4,4,2,5,4,4,3,4,3,4,4,0,0.0,1,0,0
78358,1,0,25,1,0,1819,5,2,5,5,4,4,4,4,3,5,1,3,2,4,0,0.0,0,0,1
78360,1,0,51,1,0,534,5,5,5,5,4,5,4,5,5,5,5,4,5,5,0,0.0,0,1,0
78362,0,0,30,0,2,307,3,4,3,4,4,3,4,4,3,4,4,5,5,4,3,6.0,1,0,0
78363,1,0,35,1,0,2446,1,1,1,1,2,4,4,4,4,4,4,3,4,3,5,0.0,0,0,1
78366,0,0,48,0,2,2486,3,2,3,3,3,4,3,3,4,4,4,3,2,3,0,6.0,1,1,1
78367,0,0,42,1,0,201,3,3,3,3,1,3,1,5,5,5,3,4,5,3,0,0.0,0,1,0
78368,1,0,20,1,2,170,5,2,2,2,5,5,3,5,4,3,4,3,1,5,0,0.0,0,0,0
78369,0,0,48,0,2,528,1,4,1,3,3,1,2,3,3,1,3,4,3,2,0,0.0,1,1,0
78372,1,0,34,1,0,2711,2,2,2,2,4,5,5,4,4,4,4,3,4,5,7,0.0,0,0,1
78375,1,0,59,1,1,373,5,4,4,4,5,5,5,5,1,4,5,3,4,5,0,0.0,0,1,0
78377,1,1,55,1,2,1249,3,3,3,3,2,3,2,2,4,5,2,3,2,2,2,0.0,1,1,0
78378,1,0,22,1,0,954,2,2,2,2,2,2,2,2,5,3,2,5,3,2,0,0.0,0,0,0
78380,0,0,45,1,0,2064,5,5,5,5,2,4,5,5,5,5,5,3,5,3,5,0.0,0,1,1
78382,1,0,37,0,1,728,3,4,3,1,4,3,4,4,5,2,3,3,1,4,2,0.0,1,0,0
78383,0,0,61,1,0,356,3,3,3,3,2,4,5,5,5,5,5,5,5,5,0,11.0,0,2,0
78384,0,0,46,1,0,1608,5,5,5,5,5,4,5,5,5,5,5,4,5,3,0,0.0,0,1,1
78385,1,0,30,0,2,323,3,3,3,3,1,3,1,1,5,1,1,4,3,1,0,0.0,1,0,0
78386,0,0,51,1,0,2981,2,2,2,2,2,2,5,4,4,4,4,3,4,4,0,5.0,0,1,1
78389,0,1,26,1,0,777,5,5,5,4,1,5,3,1,4,4,5,4,5,1,0,0.0,0,0,0
78390,1,0,60,1,0,1916,5,3,5,5,3,3,5,5,5,5,5,5,5,4,0,0.0,0,2,1
78391,0,0,18,0,2,1068,3,5,3,3,3,3,3,3,5,5,4,3,4,3,0,8.0,1,0,0
78393,1,0,62,0,2,308,1,5,1,3,2,1,2,2,4,5,5,3,5,2,3,0.0,1,2,0
78396,1,0,55,0,2,315,4,5,4,5,3,4,3,3,3,1,1,4,2,3,3,0.0,0,1,0
78398,0,1,22,1,0,937,0,5,0,1,5,0,5,5,1,4,3,5,2,5,5,12.0,0,0,0
78399,1,0,59,1,0,1768,5,5,5,5,4,5,4,4,4,4,4,3,4,3,0,0.0,0,1,1
78401,0,0,68,0,2,769,2,4,2,3,4,4,5,3,3,2,1,3,3,5,0,0.0,1,2,0
78403,1,0,25,1,0,1072,2,2,2,2,3,2,3,3,5,4,5,4,5,3,6,0.0,0,0,0
78404,0,0,20,0,2,1547,3,5,4,3,3,4,3,3,5,2,5,4,5,3,0,0.0,1,0,1
78406,0,0,42,1,0,1105,1,1,1,1,2,5,4,3,3,3,3,4,3,5,20,7.0,0,1,0
78407,0,0,37,0,2,1074,2,5,2,5,3,2,1,3,3,2,5,4,5,3,0,3.0,1,0,0
78410,1,0,19,1,0,3492,4,4,4,4,3,3,3,3,4,4,4,3,4,3,0,3.0,0,0,1
78412,0,0,57,0,2,1096,3,0,3,4,2,3,2,5,5,3,5,5,5,3,0,0.0,1,1,0
78413,1,0,59,1,0,1608,3,3,3,3,3,3,4,5,5,5,5,5,5,4,0,0.0,0,1,1
78414,1,0,36,1,0,2222,4,4,4,4,1,4,4,2,2,2,2,4,2,1,0,0.0,0,0,1
78417,1,0,59,0,2,1158,1,5,1,3,3,1,1,3,5,5,4,5,4,3,0,0.0,1,1,0
78418,1,0,25,0,2,1009,5,4,5,4,1,5,1,1,5,3,5,3,5,1,14,7.0,0,0,0
78419,0,0,48,0,0,843,2,2,2,4,2,3,3,4,4,2,4,3,4,2,0,0.0,1,1,0
78420,0,0,46,1,0,3499,3,3,3,3,2,4,5,5,5,5,5,5,5,4,0,0.0,0,1,1
78423,1,0,40,1,0,2175,4,4,4,4,5,4,5,5,5,5,5,4,5,4,0,0.0,0,1,1
78425,0,1,22,1,2,184,2,2,2,4,4,2,2,4,2,2,4,3,3,4,0,0.0,1,0,0
78426,0,0,8,0,2,1185,3,3,3,4,1,3,1,1,1,3,3,3,3,1,3,0.0,1,0,0
78428,1,0,24,0,2,544,2,2,2,3,4,2,4,4,1,4,4,2,4,4,3,0.0,1,0,0
78430,0,0,52,0,2,748,0,5,0,1,3,5,4,4,4,0,4,5,4,5,0,0.0,0,1,0
78431,0,0,22,1,0,1751,4,4,4,4,4,4,4,4,3,4,4,3,5,4,0,0.0,0,0,1
78432,1,0,58,1,2,199,3,1,1,1,3,3,3,3,4,4,3,4,3,3,0,0.0,1,1,0
78433,0,0,26,0,0,546,5,5,5,1,4,5,4,4,2,1,3,4,3,4,0,0.0,0,0,0
78438,1,0,17,1,2,127,2,1,1,1,2,2,2,2,4,3,3,2,4,2,0,0.0,1,0,0
78440,0,0,31,1,1,515,5,4,4,4,5,5,5,5,5,1,2,2,4,5,0,0.0,0,0,0
78442,1,1,27,1,0,1199,2,2,2,5,4,2,4,4,5,2,5,5,5,4,20,4.0,1,0,0
78443,0,0,37,1,0,3567,3,3,3,3,3,5,5,5,5,5,5,4,5,3,0,0.0,0,0,1
78444,0,0,51,1,0,846,2,2,2,2,4,5,5,1,1,2,1,4,1,4,7,0.0,0,1,0
78445,0,0,40,1,0,2249,1,1,1,1,3,2,3,1,1,1,1,3,1,2,0,0.0,1,1,1
78446,0,0,42,1,2,562,1,2,5,2,3,4,4,1,1,1,1,4,1,4,0,0.0,1,1,0
78447,1,0,64,0,2,679,1,4,1,3,2,1,2,2,1,3,1,5,3,2,1,0.0,1,2,0
78449,0,0,58,0,2,2296,3,5,3,3,5,4,5,2,2,3,2,3,2,3,0,11.0,1,1,1
78450,1,1,40,1,0,651,5,5,5,4,3,5,3,3,5,5,4,3,4,3,0,0.0,0,1,0
78452,0,0,41,1,0,594,3,3,3,3,3,4,5,4,4,4,4,3,4,3,1,0.0,0,1,0
78454,1,0,60,1,2,724,3,5,5,5,3,3,3,3,4,5,3,4,3,3,2,8.0,1,2,0
78455,1,0,34,1,0,2982,3,3,3,3,2,5,5,4,4,4,4,3,4,5,0,4.0,0,0,1
78456,0,1,20,1,2,250,2,4,2,3,2,2,2,2,3,2,4,3,4,2,0,0.0,1,0,0
78458,0,0,49,1,0,192,5,5,4,5,5,5,4,4,4,4,4,4,4,5,1,0.0,0,1,0
78459,1,0,40,1,0,109,2,2,2,2,3,4,3,4,4,4,5,2,4,5,0,0.0,0,1,0
78461,0,0,39,1,0,2113,5,5,5,5,4,5,4,5,5,5,5,4,5,3,0,0.0,0,0,1
78463,1,1,33,1,0,96,3,3,3,2,1,3,1,1,4,5,4,4,5,1,0,0.0,1,0,0
78464,0,0,41,1,0,1796,4,4,4,4,5,5,4,5,5,5,5,3,5,3,0,0.0,0,1,1
78465,1,0,67,0,2,895,2,4,2,1,3,2,3,3,4,4,1,3,2,3,0,5.0,1,2,0
78466,1,1,24,1,0,432,5,5,5,3,3,5,3,3,3,2,5,4,4,3,0,0.0,0,0,0
78468,0,1,25,1,0,1197,2,5,1,2,2,1,2,2,4,2,4,5,4,2,0,0.0,1,0,0
78471,0,1,36,1,2,954,1,1,1,3,1,2,2,2,1,1,1,2,3,2,0,0.0,1,0,0
78472,0,0,37,1,0,356,5,5,5,5,2,5,4,4,4,4,4,4,4,3,0,0.0,0,0,0
78474,0,1,23,1,2,411,2,3,2,3,2,2,2,2,3,1,2,4,1,2,0,0.0,1,0,0
78476,0,0,54,1,0,2923,4,4,4,4,3,4,4,5,5,5,5,3,5,4,0,0.0,0,1,1
78477,0,1,27,1,0,468,4,4,4,1,5,4,5,5,5,3,5,5,4,5,0,0.0,1,0,0
78478,1,0,43,1,0,997,1,1,4,1,3,4,4,5,5,5,5,4,5,5,0,0.0,0,1,0
78481,0,0,43,1,0,1788,3,3,3,3,3,4,5,5,5,5,5,4,5,3,12,11.0,0,1,1
78482,0,0,22,1,0,746,3,5,5,5,3,3,3,3,4,1,4,4,3,3,0,0.0,1,0,0
78483,0,0,37,0,2,649,3,1,3,4,5,3,5,5,1,3,4,2,3,5,0,2.0,1,0,0
78484,1,0,39,1,0,3267,3,3,3,3,2,5,5,5,5,5,5,5,5,5,15,7.0,0,0,1
78488,0,0,38,1,0,2977,2,3,1,3,4,4,4,2,2,2,2,4,2,4,12,7.0,1,0,1
78489,1,0,9,1,0,2776,3,3,3,3,3,3,3,3,2,2,3,2,4,3,0,9.0,1,0,1
78491,1,0,42,1,2,109,4,2,2,2,4,4,4,4,5,2,3,5,4,4,0,0.0,0,1,0
78492,1,1,20,1,1,106,2,1,2,1,5,2,5,5,1,2,1,2,1,5,10,10.0,1,0,0
78493,0,0,43,0,2,1183,3,4,3,4,3,3,4,1,1,3,1,4,1,5,5,2.0,1,1,0
78495,1,0,44,1,0,3107,1,1,1,1,3,4,4,5,5,5,5,3,5,3,0,0.0,0,1,1
78497,1,0,51,0,2,325,3,4,3,4,2,3,2,2,1,1,4,3,4,2,0,0.0,1,1,0
78498,0,0,59,0,2,501,3,4,4,3,2,5,5,1,1,4,1,3,1,5,0,9.0,1,1,0
78499,1,0,25,1,0,542,4,4,4,4,3,3,3,3,3,5,4,3,5,3,0,0.0,0,0,0
78500,1,0,40,0,2,237,4,4,4,1,4,4,4,4,3,5,5,4,4,4,0,0.0,1,1,0
78502,1,0,36,0,2,1709,2,5,2,5,3,2,3,3,5,3,3,5,3,3,1,0.0,1,0,1
78504,1,0,30,0,1,1034,2,4,2,2,5,2,5,5,4,5,5,4,4,5,0,0.0,1,0,0
78505,1,0,47,0,2,429,2,5,2,2,4,2,4,4,4,3,1,5,4,4,5,6.0,1,1,0
78508,1,1,29,1,0,761,3,3,3,1,2,3,2,2,3,2,4,5,4,2,0,0.0,1,0,0
78509,0,0,51,0,2,849,4,4,4,5,4,4,5,5,5,4,5,3,5,4,0,0.0,1,1,0
78510,1,0,35,1,0,2321,1,1,1,1,4,1,3,4,4,4,4,2,4,4,0,6.0,0,0,1
78511,0,0,21,0,2,529,5,5,5,1,4,5,3,4,5,5,4,4,4,4,0,0.0,0,0,0
78513,0,0,40,1,0,2652,1,1,1,1,2,1,1,4,4,4,4,3,4,5,0,0.0,0,1,1
78515,0,0,71,1,2,1011,2,2,2,2,4,5,4,2,2,2,2,5,2,2,0,0.0,0,2,0
78516,1,1,20,1,2,1383,3,3,3,3,5,3,5,5,4,5,4,4,3,5,0,0.0,1,0,0
78517,0,0,43,1,0,1023,3,3,3,3,4,4,5,5,5,5,5,3,5,3,0,4.0,0,1,0
78518,0,0,60,1,0,1546,5,5,5,5,3,4,5,5,5,5,5,5,5,3,4,0.0,0,2,1
78519,1,0,7,0,2,931,1,4,1,2,1,1,1,1,5,3,4,4,4,1,0,0.0,1,0,0
78520,1,0,59,0,0,544,5,5,5,1,4,5,5,3,3,5,3,2,3,3,0,4.0,0,1,0
78521,0,1,38,1,0,248,2,2,2,4,4,2,4,4,5,4,4,5,5,4,0,0.0,0,0,0
78522,1,1,18,1,2,655,3,2,3,3,4,3,4,4,3,3,3,2,3,4,0,0.0,1,0,0
78523,1,0,22,0,2,1947,3,4,3,5,1,3,1,1,4,5,5,3,4,1,6,0.0,1,0,1
78524,1,0,21,0,2,1107,2,4,2,5,5,2,1,5,5,5,4,4,4,5,0,0.0,1,0,0
78525,1,0,39,0,2,473,3,3,3,3,2,3,5,2,1,1,3,3,3,2,0,4.0,1,0,0
78526,0,0,59,1,0,1947,4,4,4,4,3,4,5,3,3,4,3,3,3,5,5,0.0,0,1,1
78527,1,0,50,1,0,3447,3,3,3,3,4,5,5,4,4,4,4,3,4,4,8,0.0,0,1,1
78528,1,0,50,1,0,331,0,1,1,2,4,5,4,4,4,4,4,5,4,5,0,0.0,0,1,0
78529,1,0,50,0,1,147,2,4,2,3,3,2,3,3,5,3,5,4,4,3,0,0.0,1,1,0
78530,1,0,42,0,2,775,5,5,5,2,2,5,2,2,5,3,3,2,2,2,0,0.0,0,1,0
78531,0,1,39,1,1,686,3,3,3,1,1,3,1,1,2,2,2,4,1,1,0,0.0,1,0,0
78533,1,0,35,0,2,646,3,1,3,3,3,3,3,3,2,3,2,3,2,3,0,0.0,1,0,0
78535,1,0,66,1,0,577,4,3,3,3,3,4,3,4,4,4,4,2,4,3,0,0.0,1,2,0
78538,1,0,19,0,2,2454,4,2,4,4,4,5,5,3,2,3,4,5,2,5,0,0.0,1,0,1
78539,1,0,69,0,2,746,3,4,3,5,5,3,5,5,4,4,5,5,5,5,13,4.0,1,2,0
78540,1,0,24,0,2,329,2,4,2,3,2,2,2,2,4,5,4,2,3,2,0,0.0,1,0,0
78541,0,0,33,1,0,502,1,1,1,1,5,3,3,1,1,1,1,3,1,2,9,7.0,1,0,0
78542,0,0,58,1,0,2563,5,5,5,5,4,5,4,4,4,4,5,5,4,5,0,0.0,0,1,1
78543,0,0,30,1,0,205,0,5,0,4,2,2,2,2,3,5,3,3,4,2,0,0.0,0,0,0
78544,1,0,7,0,2,592,3,5,4,1,4,4,4,4,3,4,2,5,1,4,0,0.0,1,0,0
78548,1,0,45,1,0,1428,4,4,4,4,2,5,5,4,4,5,4,5,4,4,0,0.0,0,1,0
78549,0,1,25,1,0,1199,5,5,5,3,1,5,1,1,5,4,4,3,4,1,11,0.0,0,0,0
78550,0,0,35,0,2,423,2,3,2,2,4,2,4,4,5,1,4,2,3,4,8,1.0,1,0,0
78552,0,0,60,1,0,1047,1,1,5,1,4,5,4,4,4,4,4,5,4,5,0,0.0,0,2,0
78557,0,0,51,1,0,304,4,4,4,4,4,5,5,5,5,5,5,3,5,3,3,2.0,0,1,0
78558,1,0,41,1,0,362,2,2,2,2,5,5,5,4,4,4,4,5,4,3,1,0.0,0,1,0
78560,0,1,25,1,2,454,2,3,2,4,1,2,1,1,5,2,3,5,5,1,15,9.0,1,0,0
